team,player,period,min,sec,pass zone,x,y,x_end,y_end,pass length,pass angle,outcome
Leganés,Jonathan Silva,1,35,28,Back,20.9,100.0,37.4,97.1,17.6,6.1,0
Real Madrid,Daniel Carvajal,1,35,31,Center,61.2,6.2,59.4,33.3,18.5,1.7,0
Leganés,Nabil El Zhar,1,35,33,Left,39.0,78.5,88.2,82.6,51.7,0.1,0
Real Madrid,Raphael Varane,1,35,38,Back,13.0,19.4,29.1,67.8,37.0,1.1,1
Real Madrid,Sergio Ramos,1,35,42,Back,36.2,73.6,46.6,95.6,18.5,0.9,1
Real Madrid,Marcelo,1,35,44,Back,45.7,95.1,39.4,82.4,10.9,4.1,1
Real Madrid,Sergio Ramos,1,35,47,Back,42.8,76.7,44.2,65.7,7.6,4.9,1
Real Madrid,Toni Kroos,1,35,51,Center,47.1,47.8,55.5,34.0,12.9,5.5,1
Real Madrid,Casemiro,1,35,55,Back,52.8,23.9,48.1,34.7,8.8,2.2,1
Real Madrid,Toni Kroos,1,36,1,Right,60.3,31.8,59.5,14.3,11.9,4.6,1
Real Madrid,Daniel Carvajal,1,36,2,Back,59.5,14.3,46.3,34.6,19.6,2.4,1
Real Madrid,Raphael Varane,1,36,5,Back,46.4,46.1,46.6,72.9,18.2,1.6,1
Real Madrid,Sergio Ramos,1,36,8,Left,54.2,72.0,63.4,99.5,21.0,1.1,1
Real Madrid,Marcelo,1,36,10,Center,63.4,99.5,54.1,72.9,20.6,4.2,1
Real Madrid,Sergio Ramos,1,36,13,Right,54.7,68.5,92.2,12.9,54.6,5.5,1
Real Madrid,Daniel Carvajal,1,36,18,Center,94.2,15.3,78.4,21.9,17.2,2.9,1
Real Madrid,Marco Asensio,1,36,19,Center,78.0,24.0,80.9,55.4,21.6,1.4,1
Real Madrid,Toni Kroos,1,36,21,Center,80.6,53.2,81.5,48.9,3.1,5.0,0
Leganés,Dimitrios Siovas,1,36,23,Back,18.0,52.1,49.3,0.0,49.3,5.4,0
Real Madrid,Marcelo,1,36,32,Back,52.8,100.0,48.4,90.5,9.1,4.2,1
Real Madrid,Sergio Ramos,1,36,34,Left,50.3,92.0,68.9,98.7,20.1,0.2,1
Real Madrid,Gareth Bale,1,36,37,Center,89.8,96.2,93.8,47.0,33.7,4.8,0
Leganés,Iván Cuéllar,1,36,54,Left,16.4,72.3,65.1,96.3,53.7,0.3,1
Leganés,Guido Carrillo,1,36,58,Center,65.6,96.6,64.1,73.5,15.8,4.6,1
Leganés,Michael Santos,1,36,59,Center,62.5,72.1,69.4,57.5,12.3,5.3,1
Leganés,Javier Eraso,1,37,2,Center,71.5,55.5,69.4,51.1,3.7,4.1,1
Real Madrid,Casemiro,1,37,10,Back,18.0,55.1,19.6,74.1,13.0,1.4,1
Real Madrid,Marcelo,1,37,13,Back,23.3,85.6,43.8,98.1,23.1,0.4,1
Real Madrid,Gareth Bale,1,37,15,Left,42.3,97.2,53.2,93.9,11.7,6.1,0
Real Madrid,Gareth Bale,1,37,21,Center,53.4,100.0,78.7,77.3,31.4,5.7,0
Leganés,Dimitrios Siovas,1,37,23,Back,22.6,25.9,31.4,26.5,9.2,0.0,1
Leganés,Rubén Pérez,1,37,27,Right,33.7,19.8,51.0,4.0,21.1,5.7,1
Real Madrid,Casemiro,1,37,34,Back,47.0,97.2,46.9,85.1,8.2,4.7,1
Real Madrid,Marco Asensio,1,37,37,Center,59.5,73.4,63.5,60.6,9.7,5.2,1
Leganés,Rubén Pérez,1,37,41,Right,45.9,20.3,53.6,4.6,13.4,5.4,1
Real Madrid,Karim Benzema,1,37,49,Left,57.4,95.3,51.2,83.2,10.5,4.0,1
Real Madrid,Toni Kroos,1,37,51,Center,51.7,76.0,59.6,52.5,18.0,5.2,1
Real Madrid,Marco Asensio,1,37,54,Right,63.0,37.7,87.9,0.0,37.6,5.5,0
Leganés,Jonathan Silva,1,38,16,Left,20.7,100.0,57.5,92.7,39.1,6.1,0
Real Madrid,Raphael Varane,1,38,19,Right,44.1,9.5,59.9,17.4,17.4,0.3,0
Leganés,Gerard Gumbau,1,38,21,Back,39.1,94.8,47.8,96.0,9.2,0.1,1
Leganés,Guido Carrillo,1,38,22,Back,47.8,96.0,49.7,85.7,7.3,5.0,1
Real Madrid,Luka Modric,1,38,24,Right,55.3,9.9,58.7,14.1,4.6,0.7,1
Real Madrid,Daniel Carvajal,1,38,25,Center,57.5,14.6,54.4,23.6,6.9,2.1,1
Real Madrid,Toni Kroos,1,38,27,Center,53.7,23.7,56.8,40.8,12.1,1.3,1
Real Madrid,Gareth Bale,1,38,29,Center,57.0,40.8,86.0,37.5,30.5,6.2,0
Leganés,Iván Cuéllar,1,38,34,Back,13.3,60.3,37.2,5.5,44.9,5.3,1
Leganés,Juanfran,1,38,39,Back,45.7,3.7,38.2,17.1,12.0,2.3,1
Leganés,Rubén Pérez,1,38,42,Back,35.1,13.7,46.6,15.8,12.2,0.1,1
Leganés,Nabil El Zhar,1,38,42,Back,46.6,15.8,45.3,1.6,9.8,4.6,1
Leganés,Juanfran,1,38,44,Right,46.2,2.9,56.2,13.2,12.6,0.6,1
Real Madrid,Toni Kroos,1,38,47,Center,55.5,74.5,63.8,70.5,9.1,6.0,1
Real Madrid,Karim Benzema,1,38,49,Center,67.0,64.9,68.9,50.1,10.3,4.9,1
Real Madrid,Marco Asensio,1,38,51,Left,66.5,53.1,91.9,86.3,34.9,0.7,1
Real Madrid,Gareth Bale,1,38,56,Center,91.9,86.2,85.0,61.7,18.2,4.3,1
Real Madrid,Toni Kroos,1,38,58,Center,85.5,62.0,99.0,32.2,24.7,5.3,0
Leganés,Iván Cuéllar,1,39,1,Back,4.3,68.5,19.0,86.2,19.6,0.7,1
Leganés,Jonathan Silva,1,39,7,Left,42.6,97.8,91.4,85.4,51.9,6.1,1
Real Madrid,Daniel Carvajal,1,39,16,Back,8.2,27.7,15.7,34.6,9.2,0.5,1
Real Madrid,Casemiro,1,39,18,Back,16.1,35.9,23.2,75.6,28.0,1.3,1
Real Madrid,Marcelo,1,39,22,Back,23.6,76.7,42.9,96.6,24.4,0.6,1
Real Madrid,Gareth Bale,1,39,27,Back,39.3,82.9,34.6,63.6,14.0,4.4,1
Real Madrid,Casemiro,1,39,30,Back,35.8,52.1,39.2,31.0,14.8,5.0,1
Real Madrid,Luka Modric,1,39,33,Right,42.3,29.7,63.7,4.6,28.2,5.6,1
Real Madrid,Daniel Carvajal,1,39,37,Center,75.3,13.2,67.0,23.9,11.4,2.4,1
Real Madrid,Luka Modric,1,39,40,Right,73.2,28.8,80.2,13.5,12.7,5.3,1
Real Madrid,Daniel Carvajal,1,39,44,Center,85.8,17.6,79.6,24.0,7.8,2.6,1
Real Madrid,Luka Modric,1,39,46,Center,80.3,23.0,91.5,54.8,24.6,1.1,0
Real Madrid,Marcelo,1,40,3,Left,87.5,100.0,77.4,96.6,11.2,3.5,1
Real Madrid,Sergio Ramos,1,40,6,Left,76.6,94.4,60.8,81.2,18.9,3.6,1
Real Madrid,Raphael Varane,1,40,7,Center,56.3,66.0,65.1,40.0,19.9,5.2,1
Real Madrid,Casemiro,1,40,10,Center,67.4,41.5,60.9,58.4,13.4,2.1,1
Real Madrid,Raphael Varane,1,40,12,Left,63.3,61.8,85.1,97.1,33.2,0.8,1
Leganés,Javier Eraso,1,40,19,Back,14.5,18.0,7.4,20.2,7.6,2.9,1
Leganés,Juanfran,1,40,20,Back,5.0,29.3,4.4,38.8,6.5,1.7,1
Leganés,Unai Bustinza,1,40,22,Back,4.0,38.6,43.7,6.4,47.1,5.8,0
Real Madrid,Sergio Ramos,1,40,27,Center,59.0,85.1,59.2,62.4,15.4,4.7,1
Real Madrid,Casemiro,1,40,31,Center,63.4,56.0,70.5,38.9,13.8,5.3,1
Real Madrid,Luka Modric,1,40,37,Center,67.3,45.4,65.1,53.4,5.9,2.0,1
Real Madrid,Toni Kroos,1,40,38,Center,65.1,53.4,70.3,21.2,22.6,5.0,1
Leganés,Iván Cuéllar,1,41,16,Left,5.0,59.4,68.7,93.0,70.7,0.3,1
Leganés,Guido Carrillo,1,41,20,Left,68.2,92.4,76.1,80.0,11.8,5.5,0
Real Madrid,Daniel Carvajal,1,41,21,Back,26.7,21.3,27.4,44.5,15.8,1.5,1
Real Madrid,Sergio Ramos,1,41,22,Back,27.4,43.4,47.7,24.7,24.8,5.7,0
Leganés,Jonathan Silva,1,41,24,Left,54.7,86.2,69.8,88.0,15.9,0.1,0
Real Madrid,Daniel Carvajal,1,41,25,Back,29.3,20.2,38.2,30.1,11.5,0.6,1
Real Madrid,Toni Kroos,1,41,27,Back,37.0,26.4,24.8,34.2,13.9,2.7,1
Real Madrid,Raphael Varane,1,41,29,Back,25.5,45.2,43.6,91.5,36.8,1.0,1
Real Madrid,Marcelo,1,41,33,Left,44.6,91.8,54.7,98.3,11.5,0.4,1
Real Madrid,Marco Asensio,1,41,37,Left,57.5,95.9,51.8,82.1,11.1,4.1,1
Real Madrid,Sergio Ramos,1,41,43,Center,60.0,67.2,59.5,75.6,5.7,1.7,1
Real Madrid,Toni Kroos,1,41,45,Left,58.7,71.4,68.9,82.3,13.0,0.6,1
Real Madrid,Marco Asensio,1,41,48,Center,74.5,77.3,96.3,33.6,37.5,5.4,1
Real Madrid,Toni Kroos,1,42,15,Center,99.5,99.5,89.7,60.2,28.6,4.3,1
Leganés,Iván Cuéllar,1,42,48,Left,5.5,59.6,70.2,100.0,73.6,0.4,0
Real Madrid,Daniel Carvajal,1,43,26,Back,30.5,0.0,25.9,35.7,26.0,1.8,1
Real Madrid,Raphael Varane,1,43,28,Back,25.7,37.4,32.4,63.9,19.3,1.2,1
Real Madrid,Sergio Ramos,1,43,30,Left,36.3,62.7,52.3,94.7,27.5,0.9,1
Real Madrid,Marcelo,1,43,35,Back,52.7,96.8,46.8,70.3,19.1,4.4,1
Real Madrid,Toni Kroos,1,43,37,Center,46.7,66.4,56.4,77.6,12.7,0.6,1
Real Madrid,Karim Benzema,1,43,39,Back,55.5,76.3,46.1,21.6,38.5,4.5,1
Real Madrid,Raphael Varane,1,43,43,Right,48.2,17.4,58.4,3.4,14.3,5.6,1
Real Madrid,Daniel Carvajal,1,43,45,Right,60.7,2.8,67.4,2.8,7.0,0,1
Real Madrid,Gareth Bale,1,43,47,Right,67.6,2.8,82.6,2.2,15.8,6.3,1
Real Madrid,Daniel Carvajal,1,43,53,Right,91.9,2.0,79.4,3.8,13.2,3.0,1
Real Madrid,Gareth Bale,1,43,56,Right,76.8,4.9,71.0,14.1,8.7,2.3,1
Real Madrid,Luka Modric,1,43,58,Center,68.9,15.5,76.3,25.8,10.5,0.7,1
Real Madrid,Gareth Bale,1,44,0,Center,71.3,28.3,71.6,31.8,2.4,1.4,0
Leganés,Iván Cuéllar,1,44,36,Left,22.7,14.3,64.9,79.0,62.4,0.8,1
Leganés,Guido Carrillo,1,44,40,Left,64.2,80.5,73.3,86.9,10.5,0.4,1
Leganés,Michael Santos,1,44,41,Left,73.4,88.0,88.9,90.8,16.4,0.1,1
Leganés,Javier Eraso,1,44,45,Left,87.6,96.9,72.4,95.6,16.0,3.2,1
Leganés,Gerard Gumbau,1,44,46,Left,71.9,95.3,86.0,89.9,15.3,6.0,1
Leganés,Michael Santos,1,44,48,Left,81.2,93.6,89.5,100.0,10.1,0.5,0
Real Madrid,Daniel Carvajal,1,44,58,Back,11.2,0.0,25.7,3.5,15.6,0.2,1
Real Madrid,Gareth Bale,1,45,0,Back,25.9,5.0,23.6,4.8,2.4,3.2,0
Real Madrid,Gareth Bale,1,45,5,Back,31.5,0.0,7.3,14.1,27.6,2.7,1
Real Madrid,Raphael Varane,1,45,7,Back,5.7,14.6,3.0,46.3,21.7,1.7,1
Real Madrid,Thibaut Courtois,1,45,11,Back,7.7,57.3,25.7,81.1,24.9,0.7,1
Real Madrid,Sergio Ramos,1,45,18,Back,42.9,81.5,47.1,97.7,11.9,1.2,1
Real Madrid,Marcelo,1,45,21,Back,46.4,95.3,41.9,79.6,11.7,4.3,1
Real Madrid,Sergio Ramos,1,45,24,Back,44.0,71.4,46.0,11.7,40.7,4.8,1
Real Madrid,Daniel Carvajal,1,45,28,Right,59.8,13.7,72.9,2.8,15.6,5.8,1
Real Madrid,Gareth Bale,1,45,32,Right,68.8,3.2,62.3,17.3,11.8,2.2,1
Real Madrid,Luka Modric,1,45,35,Center,56.6,33.2,54.4,57.1,16.4,1.7,1
Real Madrid,Toni Kroos,1,45,38,Right,55.0,53.6,85.9,9.2,44.3,5.5,1
Real Madrid,Karim Benzema,1,45,42,Center,90.9,12.6,98.1,27.0,12.4,0.9,1
Real Madrid,Daniel Carvajal,1,45,43,Center,98.2,27.1,97.0,32.2,3.7,1.9,0
Real Madrid,Toni Kroos,1,46,3,Center,99.5,0.5,97.0,41.3,27.9,1.7,0
Real Madrid,Marcelo,1,46,9,Center,73.5,77.9,97.0,31.2,40.2,5.4,1
Leganés,Javier Eraso,2,45,1,Back,49.7,49.9,29.6,38.9,22.4,3.5,1
Leganés,Unai Bustinza,2,45,5,Left,32.7,37.0,65.6,80.8,45.6,0.7,1
Leganés,Guido Carrillo,2,45,8,Left,65.6,80.8,76.9,100.0,18.3,0.9,0
Real Madrid,Daniel Carvajal,2,45,15,Back,16.0,0.0,9.1,24.2,18.7,2.0,1
Real Madrid,Raphael Varane,2,45,17,Back,9.2,23.7,18.1,1.3,17.9,5.3,1
Real Madrid,Daniel Carvajal,2,45,20,Back,18.5,1.3,34.8,9.2,17.9,0.3,1
Real Madrid,Luka Modric,2,45,22,Back,34.9,9.1,32.7,2.9,4.8,4.2,1
Real Madrid,Gareth Bale,2,45,26,Right,34.7,2.0,55.2,4.6,21.6,0.1,1
Leganés,Gerard Gumbau,2,45,36,Back,11.9,95.6,16.3,93.9,4.8,6.0,0
Leganés,Rubén Pérez,2,45,38,Back,22.8,87.4,31.6,87.4,9.2,0,1
Leganés,Guido Carrillo,2,45,41,Back,34.4,93.2,40.0,92.4,5.9,6.2,0
Leganés,Jonathan Silva,2,45,55,Left,52.8,100.0,71.4,89.0,21.3,5.9,0
Real Madrid,Raphael Varane,2,45,58,Back,21.3,11.3,43.1,23.1,24.3,0.3,0
Leganés,Rubén Pérez,2,46,1,Center,58.4,74.5,60.1,54.8,13.5,4.8,0
Real Madrid,Marco Asensio,2,46,10,Left,65.6,84.4,53.9,83.8,12.3,3.2,1
Real Madrid,Marcelo,2,46,12,Center,54.3,83.2,54.1,70.2,8.8,4.7,1
Real Madrid,Sergio Ramos,2,46,15,Center,51.1,64.9,54.3,31.3,23.1,4.9,1
Real Madrid,Luka Modric,2,46,18,Right,55.3,24.3,59.3,3.2,15.0,5.0,1
Real Madrid,Daniel Carvajal,2,46,22,Right,63.5,12.8,67.8,4.1,7.4,5.4,1
Real Madrid,Gareth Bale,2,46,26,Right,71.5,5.9,76.7,18.2,10.0,1.0,1
Real Madrid,Daniel Carvajal,2,46,27,Center,76.7,18.2,61.3,24.0,16.6,2.9,1
Real Madrid,Luka Modric,2,46,30,Center,66.5,25.2,61.2,36.7,9.6,2.2,1
Real Madrid,Casemiro,2,46,33,Center,61.8,37.4,65.3,70.8,23.0,1.4,1
Real Madrid,Toni Kroos,2,46,35,Left,65.4,70.9,83.8,93.6,24.7,0.7,1
Real Madrid,Marco Asensio,2,46,38,Center,80.2,90.8,72.7,75.6,13.0,4.1,1
Real Madrid,Toni Kroos,2,46,40,Center,72.9,72.1,71.2,30.1,28.6,4.6,1
Real Madrid,Luka Modric,2,46,43,Center,71.2,28.9,76.3,28.6,5.4,6.2,1
Real Madrid,Karim Benzema,2,46,44,Center,76.3,28.6,77.9,31.0,2.3,0.8,0
Real Madrid,Raphael Varane,2,46,57,Back,33.6,23.1,39.2,51.3,20.1,1.3,1
Real Madrid,Toni Kroos,2,46,59,Center,37.1,59.0,59.3,63.3,23.5,0.1,1
Real Madrid,Marco Asensio,2,47,3,Left,64.8,67.0,68.5,85.9,13.4,1.3,1
Real Madrid,Marcelo,2,47,5,Left,77.0,84.1,93.3,89.0,17.4,0.2,1
Real Madrid,Marco Asensio,2,47,9,Center,93.9,89.2,91.2,47.4,28.6,4.6,1
Leganés,Guido Carrillo,2,50,3,Back,49.8,49.9,36.2,51.9,14.3,3.0,1
Real Madrid,Toni Kroos,2,50,23,Back,37.7,19.0,29.5,45.6,20.0,2.0,1
Real Madrid,Sergio Ramos,2,50,25,Back,30.4,53.4,29.8,82.4,19.7,1.6,1
Real Madrid,Marcelo,2,50,28,Left,33.3,89.1,86.9,88.4,56.3,6.3,0
Leganés,Iván Cuéllar,2,50,57,Right,4.9,44.5,59.8,16.2,60.8,6.0,1
Leganés,Guido Carrillo,2,51,2,Center,60.5,16.1,57.1,65.7,33.9,1.7,0
Real Madrid,Daniel Carvajal,2,51,7,Center,65.2,26.6,70.1,29.3,5.5,0.3,1
Leganés,Dimitrios Siovas,2,51,10,Back,24.5,76.0,31.6,75.6,7.5,6.2,1
Leganés,Rubén Pérez,2,51,12,Center,37.3,77.9,53.5,77.9,17.0,0,1
Leganés,Jonathan Silva,2,52,1,Center,54.7,79.4,85.2,28.2,47.3,5.5,1
Real Madrid,Thibaut Courtois,2,52,16,Back,3.6,51.5,15.1,18.0,25.8,5.2,1
Real Madrid,Raphael Varane,2,52,20,Back,26.4,4.4,34.5,2.9,8.6,6.2,1
Real Madrid,Gareth Bale,2,52,23,Back,32.8,6.5,22.5,23.7,15.9,2.3,1
Real Madrid,Daniel Carvajal,2,52,25,Back,22.3,25.3,14.4,74.4,34.4,1.8,1
Real Madrid,Sergio Ramos,2,52,29,Back,12.3,75.3,6.2,48.8,19.1,4.4,1
Real Madrid,Thibaut Courtois,2,52,32,Back,6.2,48.8,15.1,24.1,19.2,5.2,1
Real Madrid,Daniel Carvajal,2,52,33,Back,15.2,23.1,19.3,2.8,14.5,5.0,1
Real Madrid,Raphael Varane,2,52,36,Back,19.9,6.1,10.9,19.1,12.9,2.4,1
Real Madrid,Daniel Carvajal,2,52,38,Back,10.8,18.9,13.0,1.6,12.0,4.9,1
Real Madrid,Raphael Varane,2,52,42,Back,24.0,11.0,10.8,19.5,15.0,2.7,1
Real Madrid,Daniel Carvajal,2,52,44,Back,12.2,24.3,7.2,75.7,35.3,1.7,1
Real Madrid,Sergio Ramos,2,52,50,Back,7.8,76.6,12.4,95.0,13.4,1.2,1
Real Madrid,Marcelo,2,52,52,Back,12.2,94.8,0.0,59.4,28.1,4.2,0
Leganés,Javier Eraso,2,53,29,Center,99.5,0.5,87.7,55.2,39.2,1.9,1
Real Madrid,Casemiro,2,53,37,Center,18.9,30.7,56.7,77.5,50.9,0.7,1
Real Madrid,Karim Benzema,2,53,44,Center,72.2,76.0,73.3,57.0,13.0,4.8,1
Real Madrid,Toni Kroos,2,53,46,Center,73.3,56.3,79.8,35.2,15.9,5.2,1
Leganés,Iván Cuéllar,2,54,23,Center,12.4,50.4,85.2,71.2,77.7,0.2,0
Real Madrid,Thibaut Courtois,2,54,30,Back,14.4,39.4,39.6,95.6,46.5,1.0,1
Real Madrid,Marcelo,2,54,37,Right,42.5,95.9,60.5,8.0,62.7,5.0,0
Leganés,Michael Santos,2,54,42,Back,29.7,95.3,13.4,95.0,17.1,3.2,1
Leganés,Jonathan Silva,2,54,45,Back,10.1,94.2,14.5,93.0,4.7,6.1,0
Leganés,Jonathan Silva,2,55,4,Back,17.3,100.0,31.0,95.0,15.2,6.0,0
Real Madrid,Casemiro,2,55,7,Center,61.7,10.2,55.4,23.1,11.0,2.2,1
Real Madrid,Sergio Ramos,2,55,9,Center,55.4,33.1,59.4,33.6,4.2,0.1,1
Real Madrid,Toni Kroos,2,55,11,Center,59.4,33.6,51.7,22.4,11.1,3.9,1
Real Madrid,Raphael Varane,2,55,15,Right,46.1,32.1,53.9,4.4,20.5,5.1,1
Real Madrid,Daniel Carvajal,2,55,17,Right,53.9,4.4,65.5,2.2,12.3,6.2,1
Real Madrid,Gareth Bale,2,55,20,Right,65.5,2.2,84.9,2.6,20.4,0.0,1
Real Madrid,Gareth Bale,2,55,36,Right,84.6,0.0,81.3,5.5,6.2,2.2,1
Real Madrid,Luka Modric,2,55,37,Right,81.3,6.1,82.0,2.2,2.8,5.0,0
Leganés,Jonathan Silva,2,55,52,Back,20.0,100.0,46.7,94.8,28.5,6.1,0
Real Madrid,Raphael Varane,2,55,56,Right,54.0,3.7,55.3,6.2,2.2,0.9,1
Real Madrid,Casemiro,2,55,59,Right,55.3,6.2,55.4,1.1,3.5,4.7,1
Real Madrid,Daniel Carvajal,2,56,0,Right,55.4,1.7,65.6,2.8,10.7,0.1,0
Leganés,Gerard Gumbau,2,56,1,Back,33.0,94.6,46.2,89.2,14.3,6.0,1
Leganés,Javier Eraso,2,56,3,Back,47.4,91.1,41.0,90.5,6.7,3.2,1
Leganés,Guido Carrillo,2,56,4,Back,41.7,90.8,35.9,87.4,6.5,3.5,1
Leganés,Rubén Pérez,2,56,5,Left,42.2,83.1,53.8,84.7,12.2,0.1,0
Real Madrid,Casemiro,2,56,7,Back,45.6,16.9,14.0,30.3,34.4,2.9,1
Real Madrid,Thibaut Courtois,2,56,13,Back,13.6,39.4,30.5,16.4,23.7,5.6,1
Real Madrid,Raphael Varane,2,56,16,Back,33.6,20.6,41.9,95.0,51.3,1.4,1
Real Madrid,Marcelo,2,56,20,Left,56.2,92.4,57.5,84.4,5.6,5.0,1
Real Madrid,Karim Benzema,2,56,23,Back,54.6,89.4,41.3,78.5,15.8,3.6,1
Real Madrid,Sergio Ramos,2,56,27,Right,39.6,70.2,54.7,2.5,48.7,5.0,1
Real Madrid,Raphael Varane,2,56,36,Back,41.0,9.1,44.2,31.6,15.7,1.4,1
Real Madrid,Luka Modric,2,56,39,Back,44.3,35.5,35.6,62.0,20.2,2.0,1
Real Madrid,Sergio Ramos,2,56,41,Back,36.6,63.3,39.7,80.9,12.4,1.3,1
Real Madrid,Toni Kroos,2,56,44,Back,37.7,77.2,46.7,34.6,30.5,5.0,1
Real Madrid,Luka Modric,2,56,48,Center,48.2,35.5,53.9,29.7,7.2,5.7,1
Real Madrid,Marco Asensio,2,56,50,Right,52.2,9.7,57.1,1.3,7.7,5.4,1
Real Madrid,Daniel Carvajal,2,56,53,Right,57.1,1.3,60.7,17.7,11.8,1.2,1
Real Madrid,Luka Modric,2,56,54,Right,60.7,17.7,56.5,13.7,5.2,3.7,1
Real Madrid,Gareth Bale,2,56,56,Left,55.1,18.8,77.9,91.5,54.9,1.1,1
Real Madrid,Casemiro,2,57,9,Center,75.6,56.4,70.8,63.4,6.9,2.4,1
Real Madrid,Toni Kroos,2,57,10,Center,70.8,64.5,60.9,30.0,25.7,4.3,1
Real Madrid,Luka Modric,2,57,13,Right,60.7,30.0,65.8,9.4,15.0,5.1,1
Real Madrid,Daniel Carvajal,2,57,15,Right,66.8,9.4,61.6,20.9,9.5,2.2,1
Real Madrid,Luka Modric,2,57,20,Right,66.4,24.9,83.5,19.7,18.3,6.1,1
Real Madrid,Daniel Carvajal,2,57,23,Center,87.1,19.5,82.1,53.6,23.8,1.8,1
Leganés,Iván Cuéllar,2,57,54,Left,3.7,55.1,54.5,93.3,59.3,0.5,0
Real Madrid,Casemiro,2,57,59,Right,43.4,4.4,74.4,6.2,32.6,0.0,0
Leganés,Dimitrios Siovas,2,58,3,Back,23.5,92.7,27.5,79.9,9.7,5.2,1
Leganés,Rubén Pérez,2,58,5,Back,27.5,79.9,22.5,92.7,10.2,2.1,1
Leganés,Dimitrios Siovas,2,58,6,Back,22.6,88.6,11.1,60.6,22.5,4.1,1
Leganés,Iván Cuéllar,2,58,9,Back,12.2,60.3,21.4,0.0,43.5,4.9,0
