team,player,period,min,sec,pass zone,x,y,x_end,y_end,pass length,pass angle,outcome
Real Madrid,Casemiro,2,77,43,Back,25.5,55.5,32.5,54.9,7.4,6.2,1
Real Madrid,Isco,2,77,44,Back,32.3,54.2,32.7,19.5,23.6,4.7,1
Real Madrid,Daniel Carvajal,2,77,50,Right,42.9,7.5,50.3,4.4,8.1,6.0,1
Real Madrid,Gareth Bale,2,77,51,Back,50.6,4.4,42.3,14.7,11.2,2.5,1
Real Madrid,Dani Ceballos,2,77,54,Back,42.5,15.2,38.0,32.2,12.5,2.0,1
Real Madrid,Casemiro,2,77,56,Back,37.3,34.2,48.3,29.5,12.0,6.0,1
Real Madrid,Dani Ceballos,2,77,57,Right,53.1,25.3,59.3,4.3,15.7,5.1,1
Real Madrid,Gareth Bale,2,77,59,Right,57.8,4.3,54.4,10.6,5.6,2.3,1
Real Madrid,Dani Ceballos,2,78,1,Back,54.0,18.5,43.7,39.2,17.8,2.2,1
Real Madrid,Casemiro,2,78,4,Back,44.7,39.4,49.0,62.3,16.2,1.3,1
Real Madrid,Toni Kroos,2,78,6,Center,49.7,60.5,55.2,52.8,7.8,5.5,1
Real Madrid,Isco,2,78,8,Left,54.0,57.9,54.5,84.1,17.8,1.5,1
Real Madrid,Sergio Ramos,2,78,11,Left,55.8,85.0,66.4,96.9,13.8,0.6,1
Real Madrid,Marcelo,2,78,12,Left,66.4,96.9,56.3,84.5,13.5,3.8,1
Real Madrid,Sergio Ramos,2,78,12,Center,56.3,84.5,54.7,70.2,9.9,4.5,1
Real Madrid,Isco,2,78,14,Center,53.5,67.0,50.2,53.7,9.7,4.3,1
Real Madrid,Casemiro,2,78,16,Center,50.1,53.7,52.1,70.9,11.9,1.4,1
Real Madrid,Toni Kroos,2,78,19,Center,52.5,71.2,59.8,55.1,13.4,5.3,1
Real Madrid,Dani Ceballos,2,78,20,Center,59.8,55.7,54.0,66.4,9.5,2.3,1
Real Madrid,Toni Kroos,2,78,22,Left,54.5,66.3,72.8,80.8,21.6,0.5,1
Real Madrid,Isco,2,78,24,Left,75.3,84.8,77.2,95.3,7.4,1.3,1
Real Madrid,Marcelo,2,78,25,Left,77.2,95.9,71.6,91.5,6.6,3.6,1
Real Madrid,Karim Benzema,2,78,26,Left,71.7,96.6,60.5,96.6,11.8,3.1,1
Real Madrid,Sergio Ramos,2,78,28,Left,60.5,96.0,69.0,96.3,8.9,0.0,1
Real Madrid,Karim Benzema,2,78,29,Left,69.0,96.3,57.0,80.9,16.4,3.8,1
Real Madrid,Toni Kroos,2,78,31,Center,55.3,75.6,56.2,66.9,6.0,4.9,1
Real Madrid,Dani Ceballos,2,78,33,Center,56.2,66.9,54.9,70.2,2.6,2.1,1
Real Madrid,Toni Kroos,2,78,34,Center,54.9,70.2,55.3,27.9,28.8,4.7,1
Real Madrid,Raphael Varane,2,78,38,Right,60.7,23.1,67.5,3.2,15.3,5.2,1
Real Madrid,Daniel Carvajal,2,78,40,Center,69.4,8.5,67.2,23.3,10.3,1.8,1
Real Madrid,Gareth Bale,2,78,43,Center,72.2,28.3,70.8,38.2,6.9,1.8,1
Real Madrid,Dani Ceballos,2,78,45,Center,70.8,38.8,73.2,57.9,13.2,1.4,1
Real Madrid,Isco,2,78,46,Center,73.2,57.9,70.0,52.2,5.1,4.0,1
Real Madrid,Toni Kroos,2,78,48,Right,69.1,49.3,82.8,2.6,34.9,5.1,1
Leganés,Jonathan Silva,2,78,56,Back,4.1,83.3,22.3,86.0,19.2,0.1,0
Real Madrid,Dani Ceballos,2,78,58,Center,76.7,16.1,61.1,55.2,31.2,2.1,1
Real Madrid,Sergio Ramos,2,79,0,Center,61.0,56.6,71.6,72.4,15.5,0.8,1
Real Madrid,Marcelo,2,79,5,Center,70.8,85.6,66.8,78.2,6.6,4.0,1
Real Madrid,Isco,2,79,8,Right,67.5,72.0,77.8,4.6,47.1,4.9,1
Real Madrid,Daniel Carvajal,2,79,11,Center,77.8,6.5,63.8,22.2,18.2,2.5,1
Real Madrid,Casemiro,2,79,14,Center,63.1,25.5,64.0,47.0,14.7,1.5,1
Real Madrid,Sergio Ramos,2,79,16,Left,65.6,47.5,77.5,84.2,27.9,1.1,1
Real Madrid,Isco,2,79,19,Left,77.5,84.2,82.6,94.1,8.6,0.9,1
Real Madrid,Marcelo,2,79,20,Left,82.6,94.1,93.9,82.0,14.4,5.7,0
Leganés,Unai Bustinza,2,79,25,Right,9.3,5.2,52.0,7.1,44.9,0.0,0
Real Madrid,Sergio Ramos,2,79,27,Left,48.0,87.8,56.4,87.4,8.8,6.3,1
Real Madrid,Toni Kroos,2,79,29,Back,56.4,87.4,38.3,63.3,25.1,3.9,1
Real Madrid,Raphael Varane,2,79,30,Back,39.1,63.3,46.2,55.1,9.3,5.6,1
Real Madrid,Casemiro,2,79,32,Center,46.2,55.1,58.8,56.0,13.2,0.0,1
Real Madrid,Dani Ceballos,2,79,34,Center,60.1,60.6,62.3,75.3,10.3,1.3,1
Real Madrid,Toni Kroos,2,79,36,Left,63.2,77.6,69.0,85.3,8.0,0.7,0
Real Madrid,Isco,2,79,40,Center,63.0,75.3,61.0,64.3,7.8,4.4,1
Real Madrid,Dani Ceballos,2,79,42,Center,61.5,66.3,55.2,35.1,22.2,4.4,1
Real Madrid,Casemiro,2,79,48,Center,55.4,26.2,59.6,59.6,23.1,1.4,1
Real Madrid,Sergio Ramos,2,79,51,Left,61.9,61.2,73.0,97.7,27.4,1.1,1
Real Madrid,Marcelo,2,79,53,Left,73.0,97.7,81.3,80.2,14.7,5.3,1
Real Madrid,Karim Benzema,2,79,54,Center,81.3,80.2,78.8,69.1,8.0,4.4,1
Leganés,Iván Cuéllar,2,81,3,Left,24.2,43.7,57.2,90.6,47.1,0.7,1
Leganés,Gerard Gumbau,2,81,6,Left,57.1,91.1,70.7,100.0,15.9,0.5,0
Real Madrid,Daniel Carvajal,2,81,12,Back,33.6,0.0,33.3,6.2,5.6,1.6,1
Real Madrid,Casemiro,2,81,14,Back,32.9,12.8,15.0,16.2,18.9,3.0,1
Real Madrid,Raphael Varane,2,81,16,Back,14.6,16.2,4.3,43.6,21.5,2.1,1
Real Madrid,Thibaut Courtois,2,81,19,Back,4.1,44.3,16.5,35.2,14.4,5.8,1
Real Madrid,Casemiro,2,81,21,Back,15.2,35.2,4.4,42.7,12.4,2.7,1
Real Madrid,Thibaut Courtois,2,81,23,Back,4.4,42.7,4.1,5.2,25.5,4.7,1
Real Madrid,Raphael Varane,2,81,25,Back,4.4,4.3,36.8,3.1,34.0,6.3,1
Real Madrid,Gareth Bale,2,81,27,Back,36.8,3.1,33.9,8.9,5.0,2.2,1
Real Madrid,Dani Ceballos,2,81,28,Back,33.8,12.2,34.9,28.3,11.0,1.5,1
Real Madrid,Casemiro,2,81,29,Back,34.9,28.3,34.2,54.6,17.9,1.6,1
Real Madrid,Toni Kroos,2,81,34,Center,52.6,64.8,63.6,68.8,11.9,0.2,1
Real Madrid,Karim Benzema,2,81,37,Right,62.6,56.3,78.0,19.1,30.0,5.3,1
Real Madrid,Gareth Bale,2,81,42,Right,73.5,4.2,65.7,11.0,9.4,2.6,1
Real Madrid,Daniel Carvajal,2,81,44,Center,68.1,9.1,80.3,26.0,17.2,0.7,1
Real Madrid,Karim Benzema,2,81,47,Center,77.1,31.8,71.2,53.6,16.1,2.0,1
Real Madrid,Dani Ceballos,2,81,49,Center,75.1,59.9,80.5,66.9,7.4,0.7,1
Real Madrid,Isco,2,81,50,Center,80.5,66.9,79.5,63.0,2.9,4.3,1
Real Madrid,Toni Kroos,2,81,51,Left,80.6,66.0,89.0,85.3,15.8,1.0,1
Real Madrid,Marcelo,2,81,52,Center,89.1,85.3,78.2,74.7,13.5,3.7,1
Real Madrid,Dani Ceballos,2,81,54,Center,78.6,70.0,79.4,65.5,3.2,5.0,1
Real Madrid,Toni Kroos,2,81,55,Center,79.4,65.5,75.9,64.9,3.7,3.3,1
Real Madrid,Dani Ceballos,2,81,58,Left,76.2,76.1,84.5,94.2,15.1,1.0,1
Real Madrid,Marcelo,2,82,0,Left,84.7,94.2,82.3,87.2,5.4,4.2,1
Real Madrid,Isco,2,82,1,Left,82.4,87.2,76.2,83.3,7.0,3.5,1
Real Madrid,Dani Ceballos,2,82,2,Center,76.2,83.3,72.7,76.1,6.1,4.1,1
Real Madrid,Toni Kroos,2,82,3,Left,72.2,76.0,73.5,80.9,3.6,1.2,1
Real Madrid,Dani Ceballos,2,82,6,Right,71.1,77.2,83.1,2.9,52.1,5.0,1
Real Madrid,Gareth Bale,2,82,12,Center,82.7,9.4,89.0,45.1,25.2,1.3,0
Real Madrid,Sergio Ramos,2,82,15,Center,65.2,54.2,71.1,58.1,6.7,0.4,1
Real Madrid,Toni Kroos,2,82,17,Center,71.7,59.0,76.1,62.6,5.2,0.5,1
Real Madrid,Dani Ceballos,2,82,19,Center,74.5,61.8,69.1,58.7,6.0,3.5,1
Real Madrid,Toni Kroos,2,82,21,Right,68.0,56.4,95.5,0.0,49.0,5.3,0
Leganés,Jonathan Silva,2,82,39,Back,8.0,100.0,18.9,93.8,12.7,5.8,1
Leganés,Gerard Gumbau,2,82,41,Back,18.9,93.8,10.5,95.7,8.9,3.0,1
Leganés,Jonathan Silva,2,82,42,Left,10.5,95.7,57.9,88.3,50.0,6.2,0
Real Madrid,Raphael Varane,2,82,43,Back,41.5,7.4,19.2,50.0,37.2,2.3,1
Real Madrid,Thibaut Courtois,2,82,48,Back,22.1,51.2,26.6,8.3,29.6,4.9,1
Real Madrid,Raphael Varane,2,82,52,Back,29.5,5.2,34.7,4.6,5.5,6.2,1
Real Madrid,Casemiro,2,82,56,Back,34.7,4.6,36.0,16.5,8.2,1.4,0
Real Madrid,Dani Ceballos,2,83,0,Back,38.4,25.2,28.1,49.6,19.8,2.1,1
Real Madrid,Sergio Ramos,2,83,1,Left,31.5,49.6,55.0,88.9,36.4,0.8,1
Real Madrid,Marcelo,2,83,5,Left,55.0,89.1,57.5,89.1,2.6,0,0
Leganés,Mikel Vesga,2,83,9,Back,37.7,22.1,33.3,36.3,10.7,2.0,1
Leganés,Rubén Pérez,2,83,12,Back,40.5,36.3,43.6,69.7,22.9,1.4,1
Leganés,Diego Rolan,2,83,17,Left,71.2,82.9,78.4,96.3,11.8,0.9,1
Leganés,Jonathan Silva,2,83,19,Left,78.7,95.9,97.0,85.0,20.6,5.9,1
Real Madrid,Thibaut Courtois,2,84,35,Back,4.8,51.8,8.7,83.5,21.9,1.4,1
Real Madrid,Toni Kroos,2,84,38,Back,12.6,81.1,17.8,84.5,5.9,0.4,1
Leganés,Mikel Vesga,2,84,43,Center,76.0,15.8,68.6,50.9,25.1,1.9,1
Leganés,Gerard Gumbau,2,84,44,Center,67.6,49.0,78.9,47.5,11.9,6.2,1
Leganés,Guido Carrillo,2,84,46,Center,77.3,41.2,67.6,29.7,12.8,3.8,1
Leganés,Rubén Pérez,2,84,48,Center,68.3,28.6,54.3,55.1,23.3,2.3,1
Leganés,Dimitrios Siovas,2,84,50,Left,54.3,55.1,62.2,93.2,27.2,1.3,1
Leganés,Jonathan Silva,2,84,52,Left,61.8,92.4,74.8,96.6,13.9,0.2,1
Real Madrid,Casemiro,2,84,58,Back,13.9,35.8,21.8,34.2,8.4,6.2,1
Real Madrid,Raphael Varane,2,85,5,Back,26.5,33.4,24.2,67.6,23.4,1.7,1
Real Madrid,Sergio Ramos,2,85,8,Back,22.2,67.0,25.9,82.2,11.0,1.2,1
Real Madrid,Marcelo,2,85,11,Back,21.8,83.3,33.2,93.6,13.9,0.5,1
Real Madrid,Isco,2,85,12,Back,28.5,90.9,21.8,83.3,8.7,3.8,1
Real Madrid,Marcelo,2,85,16,Back,26.2,77.8,21.5,62.9,11.3,4.3,1
Real Madrid,Sergio Ramos,2,85,17,Back,21.5,62.9,27.3,70.9,8.2,0.7,1
Real Madrid,Toni Kroos,2,85,19,Back,24.0,71.5,14.4,65.4,10.9,3.5,1
Real Madrid,Sergio Ramos,2,85,26,Back,21.7,54.0,27.0,14.4,27.5,4.9,1
Real Madrid,Raphael Varane,2,85,29,Back,28.8,15.0,38.8,2.0,13.7,5.6,1
Real Madrid,Daniel Carvajal,2,85,30,Back,38.7,2.1,48.7,2.3,10.5,0.0,1
Real Madrid,Lucas Vázquez,2,85,31,Back,45.8,7.5,42.8,25.1,12.4,1.8,1
Real Madrid,Casemiro,2,85,32,Back,43.4,26.8,43.4,18.6,5.6,4.7,0
Leganés,Gerard Gumbau,2,85,36,Center,54.3,78.1,64.7,68.1,12.9,5.7,1
Leganés,Guido Carrillo,2,85,38,Center,62.5,54.5,75.2,31.2,20.7,5.4,1
Real Madrid,Marcelo,2,86,4,Back,13.0,88.8,19.2,37.3,35.6,4.9,1
Real Madrid,Raphael Varane,2,86,9,Back,39.6,22.7,33.9,31.2,8.3,2.4,1
Real Madrid,Casemiro,2,86,11,Back,35.4,27.1,33.2,58.7,21.6,1.7,1
Real Madrid,Sergio Ramos,2,86,12,Back,34.7,61.4,39.2,66.7,5.9,0.7,1
Real Madrid,Toni Kroos,2,86,14,Center,39.2,66.7,51.5,69.0,13.0,0.1,1
Real Madrid,Dani Ceballos,2,86,15,Back,51.4,69.1,40.5,92.9,19.8,2.2,1
Real Madrid,Marcelo,2,86,17,Left,40.1,96.2,56.5,91.2,17.6,6.1,0
Leganés,Juanfran,2,86,20,Back,31.3,3.5,35.0,14.6,8.5,1.1,1
Leganés,Unai Bustinza,2,87,1,Center,44.3,15.9,75.4,67.0,47.7,0.8,0
Real Madrid,Casemiro,2,87,6,Back,23.9,29.4,32.4,29.5,8.9,0.0,1
Real Madrid,Dani Ceballos,2,87,7,Back,33.0,28.8,22.0,18.2,13.6,3.7,1
Real Madrid,Daniel Carvajal,2,87,14,Back,33.6,13.5,32.3,67.0,36.4,1.6,1
Real Madrid,Marcelo,2,87,17,Back,32.3,66.9,45.6,83.5,18.0,0.7,1
Real Madrid,Isco,2,87,19,Back,48.1,81.8,47.7,66.4,10.5,4.7,1
Real Madrid,Toni Kroos,2,87,19,Back,47.7,66.4,46.9,72.0,3.9,1.8,1
Real Madrid,Isco,2,87,23,Right,51.8,65.5,72.8,2.9,47.9,5.2,1
Real Madrid,Lucas Vázquez,2,87,30,Center,96.6,23.6,96.8,26.4,1.9,1.5,0
Real Madrid,Toni Kroos,2,87,45,Right,99.5,0.5,92.1,3.4,8.0,2.9,1
Real Madrid,Lucas Vázquez,2,87,47,Center,89.5,10.7,89.2,28.6,12.2,1.6,0
Real Madrid,Dani Ceballos,2,87,53,Center,77.2,28.8,67.9,23.1,10.5,3.5,1
Real Madrid,Toni Kroos,2,87,54,Center,67.1,23.0,53.6,44.0,20.1,2.4,1
Real Madrid,Casemiro,2,87,56,Center,53.6,45.1,64.0,48.1,11.1,0.2,1
Real Madrid,Dani Ceballos,2,87,59,Center,66.0,52.1,73.3,55.2,7.9,0.3,1
Real Madrid,Karim Benzema,2,88,1,Center,73.3,55.2,71.3,67.2,8.4,1.8,1
Real Madrid,Marcelo,2,88,3,Center,72.5,73.6,90.6,47.8,25.9,5.5,0
Real Madrid,Toni Kroos,2,88,6,Center,74.4,49.5,100.0,32.4,30.8,5.9,0
Leganés,Iván Cuéllar,2,88,33,Left,4.7,56.7,54.9,93.0,58.2,0.4,1
Leganés,Guido Carrillo,2,88,38,Left,54.7,91.5,79.5,96.9,26.3,0.1,0
Real Madrid,Daniel Carvajal,2,88,41,Back,18.2,8.3,21.5,9.4,3.5,0.2,1
Real Madrid,Raphael Varane,2,88,43,Back,30.8,2.9,30.9,5.5,1.8,1.5,0
Real Madrid,Raphael Varane,2,88,49,Back,26.6,5.0,17.4,14.6,11.7,2.5,1
Real Madrid,Daniel Carvajal,2,88,51,Back,21.8,16.4,17.9,54.8,26.4,1.7,1
Real Madrid,Sergio Ramos,2,88,53,Back,17.9,54.8,24.1,89.7,24.6,1.3,1
Real Madrid,Marcelo,2,88,56,Back,24.0,91.1,26.7,83.6,5.8,5.2,1
Real Madrid,Isco,2,88,58,Back,26.7,83.6,22.5,67.0,12.1,4.3,1
Real Madrid,Sergio Ramos,2,88,59,Back,22.6,66.6,27.4,62.1,5.9,5.7,1
Real Madrid,Toni Kroos,2,89,0,Back,27.4,62.1,21.5,63.7,6.3,3.0,1
Real Madrid,Sergio Ramos,2,89,1,Back,21.5,63.7,22.9,22.4,28.1,4.8,1
Real Madrid,Raphael Varane,2,89,3,Back,26.3,23.0,34.6,5.5,14.7,5.3,1
Real Madrid,Daniel Carvajal,2,89,6,Back,29.3,9.9,48.3,21.3,21.4,0.4,1
Real Madrid,Casemiro,2,89,8,Back,49.3,21.7,34.0,19.0,16.2,3.3,1
Real Madrid,Raphael Varane,2,89,12,Back,36.4,25.3,43.3,39.1,11.9,0.9,1
Real Madrid,Dani Ceballos,2,89,14,Back,44.0,45.4,47.5,66.1,14.5,1.3,1
Real Madrid,Toni Kroos,2,89,16,Left,50.4,68.2,54.9,91.7,16.7,1.3,1
Real Madrid,Isco,2,89,18,Left,55.7,94.5,61.4,98.3,6.5,0.4,1
Real Madrid,Marcelo,2,89,19,Left,61.4,98.3,54.2,91.8,8.8,3.7,1
Real Madrid,Isco,2,89,24,Center,52.8,65.4,58.3,39.8,18.3,5.0,1
Real Madrid,Casemiro,2,89,25,Center,58.0,39.7,56.9,50.7,7.6,1.7,1
Real Madrid,Isco,2,89,27,Right,58.4,50.1,79.2,17.2,31.3,5.5,0
Leganés,Jonathan Silva,2,89,29,Back,20.0,87.2,31.7,98.0,14.3,0.5,0
Leganés,Jonathan Silva,2,89,42,Back,33.2,100.0,24.5,92.9,11.0,3.7,1
Leganés,Dimitrios Siovas,2,89,45,Center,25.1,97.2,86.5,63.9,68.3,5.9,0
Real Madrid,Thibaut Courtois,2,89,51,Back,15.3,38.0,31.2,81.1,33.7,1.1,1
Real Madrid,Marcelo,2,89,54,Back,39.6,86.1,47.2,70.3,13.4,5.4,1
Real Madrid,Dani Ceballos,2,89,59,Right,45.6,53.7,72.2,2.5,44.6,5.4,1
Real Madrid,Lucas Vázquez,2,90,4,Right,74.1,7.6,71.0,17.3,7.4,2.0,1
Leganés,Unai Bustinza,2,90,11,Back,2.0,71.2,14.4,76.1,13.4,0.3,1
Leganés,Gerard Gumbau,2,90,12,Back,14.4,75.1,23.6,89.4,13.7,0.8,1
Leganés,Gerard Gumbau,2,90,28,Back,34.5,95.1,32.3,76.4,12.9,4.5,1
Leganés,Rubén Pérez,2,90,31,Back,26.2,71.8,31.8,9.2,43.0,4.8,1
Leganés,Juanfran,2,90,39,Back,37.0,6.4,23.3,24.6,19.0,2.4,1
Leganés,Unai Bustinza,2,90,44,Center,30.6,21.3,71.0,27.3,42.6,0.1,0
Real Madrid,Sergio Ramos,2,90,47,Back,23.0,63.0,29.8,55.1,8.9,5.6,1
Real Madrid,Casemiro,2,90,50,Back,32.9,53.0,38.7,41.6,9.9,5.4,1
Real Madrid,Dani Ceballos,2,90,51,Back,38.7,41.6,36.2,50.7,6.7,2.0,1
Real Madrid,Casemiro,2,90,53,Back,36.1,52.5,39.0,62.6,7.5,1.2,1
Real Madrid,Toni Kroos,2,90,55,Center,39.4,63.7,53.3,66.6,14.7,0.1,1
Real Madrid,Karim Benzema,2,90,57,Left,46.1,73.8,58.9,96.8,20.6,0.9,1
Real Madrid,Marcelo,2,91,0,Back,53.3,96.2,46.4,84.1,11.0,4.0,1
Real Madrid,Toni Kroos,2,91,3,Back,44.1,82.4,49.0,70.6,9.5,5.3,1
Real Madrid,Isco,2,91,4,Back,49.0,70.3,37.4,63.6,13.0,3.5,1
Real Madrid,Sergio Ramos,2,91,5,Back,37.4,63.6,43.9,83.0,14.9,1.1,1
Real Madrid,Toni Kroos,2,91,12,Center,51.4,64.1,58.7,32.4,22.9,5.1,1
Real Madrid,Casemiro,2,91,14,Right,58.9,29.5,65.4,3.1,19.2,5.1,1
Real Madrid,Daniel Carvajal,2,91,17,Center,66.5,17.3,63.4,24.9,6.1,2.1,1
Real Madrid,Casemiro,2,91,19,Center,63.4,25.2,84.7,65.4,35.3,0.9,0
Leganés,Rubén Pérez,2,91,24,Back,24.0,51.0,45.9,52.1,23.0,0.0,1
Real Madrid,Toni Kroos,2,91,30,Back,52.5,66.0,36.3,68.8,17.1,3.0,1
Real Madrid,Sergio Ramos,2,91,35,Back,42.8,67.5,44.3,53.7,9.5,4.9,1
Real Madrid,Casemiro,2,91,37,Back,44.3,53.7,43.8,64.9,7.6,1.6,1
Real Madrid,Sergio Ramos,2,91,38,Back,43.8,64.9,45.6,62.4,2.5,5.6,1
Real Madrid,Casemiro,2,91,41,Center,53.3,67.3,62.4,67.3,9.6,0,0
Leganés,Mikel Vesga,2,91,46,Left,39.3,34.3,65.7,98.3,51.6,1.0,1
Real Madrid,Dani Ceballos,2,91,57,Back,37.8,34.0,33.8,59.6,17.9,1.8,1
Real Madrid,Toni Kroos,2,92,0,Left,40.4,62.1,59.9,96.0,30.8,0.8,1
Real Madrid,Karim Benzema,2,92,7,Right,73.3,79.7,81.1,7.9,49.5,4.9,1
Real Madrid,Lucas Vázquez,2,92,13,Center,87.5,25.6,90.3,45.8,14.0,1.4,1
Leganés,Iván Cuéllar,2,92,20,Center,10.3,52.5,62.4,74.8,56.8,0.3,1
Leganés,Guido Carrillo,2,92,23,Left,62.7,73.2,55.8,85.3,11.0,2.3,1
Leganés,Jonathan Silva,2,92,42,Left,61.7,100.0,69.7,92.6,10.6,5.6,1
Leganés,Diego Rolan,2,92,43,Left,70.2,92.3,64.2,97.8,7.3,2.6,1
Leganés,Jonathan Silva,2,92,44,Left,64.6,97.8,67.5,89.1,6.7,5.2,1
Leganés,Diego Rolan,2,92,47,Left,69.4,92.0,95.5,96.8,27.6,0.1,1
Leganés,Jonathan Silva,2,92,49,Center,95.5,96.5,91.3,51.6,30.8,4.6,1
Real Madrid,Thibaut Courtois,2,93,6,Back,4.1,52.8,14.8,6.2,33.6,5.1,1
Real Madrid,Raphael Varane,2,93,9,Back,19.8,18.0,12.9,63.9,32.0,1.8,1
Real Madrid,Sergio Ramos,2,93,13,Back,15.0,66.1,23.1,90.8,18.8,1.1,1
Real Madrid,Marcelo,2,93,15,Back,23.2,88.1,18.7,67.0,15.1,4.4,1
Real Madrid,Sergio Ramos,2,93,18,Back,19.4,65.1,20.5,20.6,30.3,4.8,1
Real Madrid,Raphael Varane,2,93,21,Back,20.7,19.1,34.6,1.6,18.8,5.6,1
Real Madrid,Daniel Carvajal,2,93,24,Back,37.2,2.3,41.2,2.0,4.2,6.2,1
Real Madrid,Lucas Vázquez,2,93,25,Back,41.2,2.0,32.9,17.1,13.5,2.3,1
Real Madrid,Daniel Carvajal,2,93,27,Back,32.9,17.1,29.9,38.6,15.0,1.8,1
Real Madrid,Sergio Ramos,2,93,31,Left,35.4,40.1,54.9,87.1,38.0,1.0,1
Real Madrid,Isco,2,93,33,Center,54.6,87.0,54.6,74.4,8.6,4.7,1
Real Madrid,Dani Ceballos,2,93,34,Left,56.0,73.8,73.5,95.0,23.4,0.7,1
Real Madrid,Marcelo,2,93,39,Center,92.5,83.7,92.7,47.8,24.4,4.7,0
Real Madrid,Daniel Carvajal,2,93,52,Right,70.8,0.0,63.1,4.1,9.1,2.7,1
Real Madrid,Casemiro,2,93,53,Right,61.4,8.3,69.5,8.5,8.5,0.0,1
Real Madrid,Daniel Carvajal,2,93,55,Center,69.7,8.6,94.4,24.6,28.1,0.4,1
Real Madrid,Isco,2,93,58,Center,94.9,26.6,92.9,49.7,15.8,1.7,0
Real Madrid,Lucas Vázquez,2,94,4,Center,77.4,30.4,74.9,54.8,16.8,1.7,1
Real Madrid,Dani Ceballos,2,94,8,Right,73.7,46.7,87.8,17.7,24.7,5.4,1
Real Madrid,Isco,2,94,11,Left,88.4,17.7,95.7,91.7,50.9,1.4,1
